Hugo_Symbol	GE: BLCA
ZMYM4	-0.29093895024657984
IL2RG	0.2811512107684486
EXOC4	0.22029889930088098
ATP13A2	1.1118695237876097
CDC34	0.5153838303526104
NHSL1	0.5164419629629056
RPS27	-0.5500037456879581
ABI3	-0.28227224446322874
PEBP1	-0.0800136768373474
PAK1	0.015021177595311994
PDSS2	-0.4270067675787187
XYLB	0.7523165338003357
TSR1	-0.28566360942686647
ZNF259	0.16020984660910056
NNT	-0.35560640849388153
ZNF367	0.9995965053697965
NR2F6	0.9462244376562132
IMMP2L	-1.0579165647319422
CHAC2	1.1410640274656298
FAM86A	0.37170855507595485
TMED10	0.4801119050992923
MAST4	-0.4615877031131241
P2RY11	-0.1457904004654122
HMCES	0.31027326944646016
EXOC3L1	0.14246498104500271
KIAA1109	-1.0123881635913787
ARL1	0.20015156186207508
HEY2	-1.031478231473168
ZNF251	0.22108712520746643
COX20	-0.20015057552894508
TCF4	-1.7839534581484309
SOCS4	-0.6197324476123653
HNRNPA3	0.2400383996425847
MFSD11	0.2806224652577426
NDUFV2	0.19005645419218317
MCM7	0.8555067422066875
LHFPL2	-0.5566913107635467
CCDC150	2.2779048260193324
RARRES3	-0.1100872319486948
MFSD4	-0.21182968750232664
TXNDC12	1.0409286295517115
PCDHGA4	-1.2357400571492254
NXN	-0.5608194925063612
ZNF649	-0.6554945378692013
STRA13	1.3408532013366263
NBPF12	-0.1317948135542618
DHX40	-0.10018575581532799
GTF2E1	0.4077750183269476
TMEM185B	-0.1604817079652789
ISCU	-0.7652687532820825
YTHDC1	-0.5205327299530662
APP	-0.47506383920250495
MSTO1	0.6361936004037263
FECH	-0.49170317589596557
NCBP1	0.1654863889656886
COPS3	-0.18016155292920566
HINT2	0.15011451455006863
PNPT1	0.617336270826198
PHF16	-0.005025331474178979
ZC2HC1A	-0.8185355805438573
DNAJC18	-0.8055748221527854
DAD1	0.21004107972831193
DHX58	0.6869236587007723
DPP8	-0.657845286623192
TMEM66	-0.8002124801140128
TUSC3	0.9957663685116701
SH2D4A	0.6271575673566926
NOTCH2	-0.9829417965324888
ST3GAL4	-0.9606358885897791
RCN1	0.6102691757725429
CNPY4	-0.3459794004637423
MPP7	-1.3061279513462136
POP7	1.1512742050531595
ZNF350	0.6548040349935333
SLC39A10	0.3120468828427069
KRT19	2.450098031973821
ZNF16	-0.0402280276766877
NGFR	-2.700552685651588
MAP2K7	-0.15032304384001685
CPSF1	0.5452893064397303
CASP10	0.25224656351952807
ZDHHC13	0.020045860415283966
TSPAN11	-1.8066828069553529
BPNT1	0.27049899558303575
RBBP4	0.2551068327590394
USP39	0.29031696022683373
EXOSC1	0.2602696457182116
PPP2R5A	-0.9915428140973541
VEGFB	-0.5202117262713521
GMNN	1.2468803686804313
AGAP6	0.31230514516736363
SLMAP	-2.632473291851043
PIGM	0.09574466911171131
UBE4A	-0.31133931006006105
ACSL1	0.22023595523533346
BLCAP	0.6703114953748976
COL15A1	-0.8172674516142409
PHACTR4	-0.11042398969365061
TGFBR3	-3.098531896863052
RSAD1	0.04509284407154275
SLC26A6	1.4028930258169954
ANKS6	0.07527679063481937
RHOG	-0.05002850638738328
CMTM3	0.5508489812308287
KLHL12	0.005011341407809518
SNX1	-0.4002389341909692
MSMO1	0.6008665646904321
AUNIP	2.779154398475897
THOP1	0.891580488070256
MRVI1	-3.6649814886619128
TEX10	-0.02003443177171467
RXRA	-0.1801845967337797
RNF169	-0.25824364666448973
DGKZ	0.5255780440747495
POLD1	1.4979291336738962
RBM39	-0.07001954925471972
C2orf68	0.9618139694228784
ARL5A	-0.6363400613017725
TUBGCP3	-0.1053511024108759
PRSS36	0.3177000720386801
N4BP1	0.14025136393085008
RIBC1	-0.2936770175786809
ARID1B	-0.9223179318056314
RTKN	1.4792724780147906
DTYMK	1.1618871036074434
DMTN	-0.8731375690582216
APOO	0.4611626080223843
TNFAIP1	0.1903025456582176
RSL24D1	-0.6054016509072293
RFX7	-0.2572671436443237
PRCD	-1.844206698191281
IFT74	-0.39191547416684985
ZNF480	0.8929947555135181
FAM47E-STBD1	-1.2172487237025997
SERTAD1	-0.9718507285824075
ATG12	0.18031527234070724
RNF2	0.5568559192146576
PKMYT1	3.2214992360966233
ZNF766	0.06029147812818807
NCOA3	0.16048170796527883
KCNN4	1.0360676962882696
TRIM13	-0.4309757201946236
FAM111B	2.7788518446520376
DEPDC5	0.11042398969365065
MARVELD3	2.5240335020788245
HYKK	-0.25217815112455516
STPG1	0.49757109981783104
YIPF2	0.8557291175211489
MALSU1	0.18017177608168977
MOSPD3	0.46578435425714304
PTPRA	-0.0300248301268083
H2AFZ	0.7451076795980176
COL4A5	-1.6781174876745613
CROCC	-0.12043355152915411
CDC25B	0.8970200511589275
DCBLD1	0.7856575244773343
PLEKHM1	-0.4610029110968634
CES2	-0.78643920893367
P4HA2	-0.03004252799249613
OXLD1	1.1516303801413876
FZR1	0.16024660741033905
PLXDC1	-0.12095700019288963
SLC15A3	-0.030046594943739697
C1orf216	-0.5529985443221601
MUT	-0.5266004482109168
NOL9	-0.22158857091891032
SYTL4	-0.5316824181311146
TNFRSF12A	1.621360409800987
WDR37	-0.24685221366855722
RAB11FIP2	-1.2772814983828114
LRRC61	0.9290425153422266
CYGB	-1.4990554682954402
DVL2	-0.19039847218206035
AHI1	-0.47247964307673046
SETDB2	-0.7836697015401609
KLHDC7B	3.071716340591797
RNPC3	-0.4730899550314619
HSPBP1	0.5104945828738308
RAB36	0.1880675388601193
BCAP31	0.6500847637207244
ZNF497	1.20005746815245
LPGAT1	0.17066612692268981
IMP3	0.40038685093579207
GABARAPL1	-1.5111189417768862
DNAJB9	-0.39136671761032743
SLC1A4	0.2617363713738414
CBX7	-3.056900753868956
ZNF652	0.26059611172362773
ACAP1	0.09555392692729256
SLC25A46	-0.5115723005891948
ILF2	0.6752014844059974
NHLRC3	-0.255874490225415
DAK	0.46038002657986055
RUFY1	-0.31042515716555735
LOXL1	-0.07507610787808433
RPL39	0.18000220471302758
EFCAB4A	0.6012979923624855
SMYD2	0.741085150502762
C19orf40	1.2149761230120104
COX7A2L	-0.050018347087831164
HEPH	-2.3296299680877635
MFSD2A	0.4512470608423015
POFUT2	0.015022366071106304
CETP	-0.21541024125387603
SSR2	0.3900557400997509
ZNF276	0.060180797911758815
KLRK1	-1.179929761238044
MOSPD1	0.24109881935044816
SIRT1	-1.1800839701410069
TIE1	-1.2072353169626528
BEND3	0.9461500260557456
SMIM13	0.36305442364378115
ECE2	2.2906386712786166
RRS1	0.34049107787539745
CCDC130	0.24039796267372351
PHF11	-0.11013975298426307
MIPOL1	-0.42931481260013216
ATG4A	-0.1808116779411781
SH3KBP1	0.5366363361203148
VPS37A	-0.7814046022883299
BCL9L	-0.5613738105206681
VPS37B	0.10515125943931394
FAM213A	-0.3601515088309031
LCK	-0.8222315387475561
FBXO21	-0.22060428995850132
NEU3	-0.3596022427908532
CEBPB	-0.40526198952534276
ZNF775	-0.14051558521424154
PRKCSH	0.6301267016480312
SRP14	-0.2500227361847291
GPRASP1	-3.8862184400970006
PCSK6	0.834172691838889
TOMM5	0.755359843372098
RAB35	0.020025563234706178
GLYR1	-0.7959058417795019
DGAT2	-0.12517716322584393
FBXW2	-0.37055369601663246
SMIM10	-2.280224675731164
ZNF396	-0.11306098626396771
SNRPB	1.14021360044708
ZNF268	-0.4526751566422092
RBM22	0.07010820583811557
TACC1	-2.3223314178625913
COX10	-0.09043513428645347
CD247	-0.7701093001545498
CTBP2	-0.5057093945484672
NFXL1	0.5288890986759808
EYA3	0.3419969699536469
AGO4	-0.0955889471623525
PTTG1IP	-0.045012747624785035
SLC16A4	-2.162409844794598
WRAP53	0.7835872899995814
MAPK8IP2	1.4583895682558314
FAM173B	-0.06017470589958753
ZNF84	0.19078909106723715
C1orf131	0.4918364647848403
C15orf40	0.3708918149571422
SERPINA1	0.9835758101893206
GFM2	0.31099560744351484
DHX15	-0.08004477738791418
ARID2	-0.17098344896600362
BTBD6	0.2252274089009929
SVIP	0.05513240117760422
MMP23B	-2.3655224297804156
USP45	0.03535331209336257
BRF2	-0.22082920914653348
CEP112	-1.21136124046581
SEMA7A	0.8738753262179444
ZFYVE1	-0.43193035395916735
ITM2A	-2.977338715641541
CPNE2	-0.11020612993080053
GDE1	-0.08505624677827817
KTI12	0.025135508987847097
DUSP2	-2.739280039008425
ALG3	1.1810866485583433
FLT1	-0.7923057318160839
MYO1B	0.48103848458823534
NSD1	-0.2914432674864423
SPG7	0.14013901722465796
APOPT1	0.4454269279736881
KHDRBS3	-1.5512125003817367
PON2	0.385422362902334
HLA-DRA	-0.3850422125185374
CEL	0.3897982964178756
LYZ	0.31028795962129063
RNPEP	0.5704771379637049
KCNS3	1.472648400693132
CLASP1	-0.7726505027261761
RFX1	-0.1610538193172762
GNB5	-0.9719943632932916
ISPD	-0.7018404254269086
MELK	4.2807849367329
MACF1	-0.8505821859119704
NUMBL	-0.9072687826597676
GPR160	0.6321055346434867
ZNF292	-0.4437103939731167
TRAPPC1	0.38009016352148084
CEP68	-0.7034080734168434
EMID1	-0.9072902567062707
NR2C2AP	0.8513192710842483
DERL1	0.7406801651242798
CCDC102B	-0.6136002497222626
MRPS16	0.35016660128271926
TRNT1	0.1204772301839009
TNIK	-1.6380775323271772
BRMS1	0.9108553017593182
FADD	0.892976267135242
ECD	-0.30561130071699305
PRNP	-1.320508031459413
ATP6V1C1	0.3104900993198053
TMEM184C	-0.18568168574852215
STOX2	-0.9461929914274158
NPTX2	-0.3340873760795475
C11orf80	1.3758231381604704
KDM2B	0.03509624854706531
ENPP4	-0.8676185463422591
DMD	-4.418151640868022
DCAF12	0.43597942138597456
RCN3	-0.0050028736169004774
AKR1B10	-2.9529754527956396
PLD6	-0.5316739735236204
PAIP2B	0.01032569593774023
SEC24A	-0.1307658244197536
DCAF7	0.31040931463535026
CHPF	0.8157747010681393
DUSP1	-3.8056681740954876
SHFM1	1.0601475047306212
PTGIR	-0.4931184105525356
GATA3	1.2559415000999383
MAP4K1	-0.7922606035877329
PARP14	0.9834424783481643
FHL1	-5.3516261322735215
WBP11	-0.09008305133405069
MRPS31	-0.2454820426488194
LGALS3	-0.580075042747723
CPSF3L	0.1050538833857423
NFASC	-2.666647772554957
LZTS2	-0.6505111849426293
CRY1	-0.6028587958222547
PARL	0.33522610846108225
SH3BGRL2	-0.8835872102289407
ATP6AP2	0.02500843590711496
MRPS15	0.5302488877494647
XAB2	-0.06008810792657808
SUMO3	0.2501460729558931
CALU	-0.27514050348045455
DIAPH1	0.390341097662806
NT5C3B	0.11009460598736594
FAM161A	0.12319906479767219
ADAT1	0.47094586439482716
HOMER1	-0.025292639469947545
CDKN2AIP	-0.973346343585939
RMI2	1.7559824269017539
PASK	0.7766202629336276
TOMM70A	-0.31542922725161926
POC1A	2.2830192850337307
ATPAF2	0.3809135233293784
FAM83G	0.6648244314375614
ZNF329	-0.1967123079823264
CLP1	0.36662629628321414
FXYD5	0.17003689662785104
MAP3K3	-1.133622904103649
ARHGEF6	-1.4399678431535874
ZNF219	-0.6110060885583051
CPQ	-2.0382801142782965
WDR91	0.3765281934417644
TRAM2	-1.0510356887608299
MFHAS1	-0.8402566755760124
GINS3	1.0479536690311404
NPRL2	0.3407659339986333
UBE2D1	0.5062839549524492
APOA1BP	0.6853109575112234
IRAK3	-1.902797281347907
SERPINB1	-0.4002895457318605
EBF3	-2.9426455194944543
YWHAQ	0.0
THRB	-0.8393903253647474
EBNA1BP2	0.6854256532947746
ACP6	0.6612601176558401
HSPB11	0.23530098613853206
TENC1	-2.4392992111821603
THAP10	-0.49772406723012214
B3GNT2	0.005016781208202004
TNFRSF1A	-0.020008233563720234
NDUFS2	0.18009025317688515
BCAS2	-0.34530376289885245
GALM	0.280895694115987
VARS	0.7057755432412798
FUT11	0.04516458330672547
ELMO2	-0.35068474683658185
CNNM3	-0.37649765711919586
ASXL2	-0.5497448582622129
ARL4D	-1.4970573342679763
DERA	0.29053230727333823
MEI1	0.01538963591009914
DENND1A	-0.2559624354402656
NUDT3	-0.21102503642875614
GGH	2.315595846063646
C6orf136	0.8119350011619926
ELF4	0.661464646849159
TMEM40	1.5672642562818504
TANC1	-1.0789996793284062
CASP9	-0.5715930512937806
HAGH	-0.39538730216127904
CPSF4	0.5008998839726826
ASPN	-0.3486945463264097
NAA10	0.4301873150277028
ACOT13	0.661469076196636
KIF21B	-0.06747919259046707
IGFBP4	-0.3300379597502064
LYN	1.048080215198286
BRF1	0.12029423371771174
MAPRE1	-0.2151012196312479
SH3TC1	-0.6418926883428987
DOT1L	0.17599527279339078
OTUB2	1.2675854980649808
LCP2	-1.029526395254855
PLAT	-0.885464498996911
TMEM206	1.3545645497905792
WAPAL	0.010042778095537695
AKAP7	-1.029505517153918
SDC3	-1.5977230937157574
ASMTL	-0.6026082640500077
KBTBD2	-0.21545835564059151
LASP1	1.0856708627711953
GLTPD1	0.8967783351064634
TNFRSF11B	0.5321735459038305
FRG1	-0.17518493894582493
ANKZF1	0.28058160551191386
NDUFA11	0.010001963389767854
PGM1	-0.6906943758635334
TUBA1A	-2.370610655513326
RAD23B	-0.07003016053883987
TIMM10	0.47033530200675144
ORAI2	0.5427843216550874
BAZ1B	-0.0901573197193271
MMAA	-0.19127478019091565
VIM	-1.6101647376630703
RAD51AP1	2.7220039369335254
FAM126A	-0.7953890756043926
TROVE2	-0.33174186404911543
ZNF131	0.280539568142189
RBP1	-1.737601965434879
ARL8B	-0.06004529410226612
OBFC1	-0.36059627029568164
URB2	-0.040493184018549754
PLSCR1	0.1701114337320011
SEMA5B	0.09378737297736181
OXNAD1	0.211199780191735
DMAP1	0.09514411130674624
C15orf27	0.4544989516232757
XRCC3	1.4177528128444912
TSHZ3	-2.5577034752969037
SMIM8	-0.21651174522724387
HADHA	-0.43015929804914615
MAT2A	-1.250393934858898
RRP1B	0.2508222369030006
CREB3L4	0.631882709575978
SPOCK1	-1.4084435309452308
TOP1MT	0.5608557197720163
STRIP2	1.75657218238177
KIF2A	-0.13554703589335643
KDM5A	-0.3112373070844724
TMEM150C	-2.031356191026205
C19orf44	-0.31372317206563893
DIS3	-0.44125085606880166
RBM5	-0.3002413598459579
IL1B	0.10062922421091403
DUS3L	0.07012180693875361
AP1B1	0.0500367717754611
TATDN1	0.2703839695340777
EML1	-2.4404807660946792
TLN2	-0.973688722884153
THBS1	-1.3259255254237177
GM2A	0.4405221952061056
SPATA5L1	0.441994092711157
MKLN1	-0.2155964792382783
NUDT5	1.1409989313830238
RP11-1055B8.7	-0.7288255516109945
RAMP3	-0.9830931627399525
ANG	-1.5911646891407338
SLC7A6	0.19128636189807263
FAM76A	-0.412759378693346
PDE10A	-1.1352943042525543
ZNF263	-0.5412332416289591
ZNF703	0.09021297016334329
TRMU	0.8570397055047504
ITGA5	-3.506586707196435
PITPNM1	0.5161503653164341
SLFN11	-0.7402089762494828
GIT1	0.615892522355558
FAM118A	0.08016323646455792
HAUS5	0.6977014145674947
SRC	0.4803227850224113
NRP2	-2.512795917997229
SLC39A11	1.1473966551383903
GANAB	0.2900835382832514
SRGAP1	-0.35129350220370903
ATG5	-0.11027620508915162
CEP350	-0.3768062606936883
POPDC2	-4.432288004195859
UTRN	-2.159994816772289
PALD1	-1.6168438537528782
RBM33	-0.06019588462640937
TBL1XR1	0.24540220354282744
COPB2	0.28017237015013174
LDLR	-0.5858320498932952
RNF149	0.10007712685181022
TOLLIP	-0.36033666534941206
ABCF2	0.21034764153519173
RANBP6	-0.24650823062659089
RASSF1	-0.37075954146536927
FMNL2	-0.6728457372977321
PRDX4	0.830401177013075
RGS2	-3.862125776599404
KCNG1	2.3581303442511503
RASSF6	-0.49058448537529253
CELSR3	3.3492635620372253
MARCKSL1	1.8358514724873112
STC1	-1.5808269458498958
FUT2	-0.18680315711474713
TMEM14A	0.025025416121914126
NDUFS3	0.16506857370293737
CEP97	0.2042539181644796
HNRNPA2B1	0.40002818855290634
HEATR5B	-0.26156056782960635
WDYHV1	0.4364432736597093
SURF6	0.25550548400044754
PSMB1	0.22004300399549773
RILPL1	-0.11052324290416683
ST7L	-0.316135020398542
ASH2L	-0.2654268767916401
LMBR1L	0.15022034826234354
CHAF1B	1.6784727086064732
NDUFA7	0.3301619515974562
P4HTM	0.38570096520782027
DDX21	0.18027469706698027
BCL7C	0.49556333586214085
MCC	-1.2663658953940948
RFWD2	0.6657370388813657
RALGAPB	-0.30078948263445937
GALNT7	0.1705210716866816
DLST	-0.5904356180398769
CDK4	0.9102752305986679
PIK3CD	-0.7832785255699137
RPSAP58	0.6705885098761184
RPLP1	-0.20000267055244222
RINL	-1.2925711777998827
PPA1	-0.10002944529272396
FAM127B	0.41018101260587647
NUP43	0.23087619378631932
SRF	-1.8020838345684687
SNX7	-0.21038270475716783
ARFIP1	-0.2705399819323696
PHKA2	0.511941512514402
AQR	-0.06012944953204104
BZW2	0.15008147240545225
FAM120AOS	-0.5456475368508507
APLP2	0.08001442428859519
SYCE2	0.7410011074013627
FABP3	-1.1841060993153816
FXR1	-0.1050565948470137
AP006621.5	0.4497701065111738
CTSB	-0.005000211982394071
METTL17	0.2703192879044089
BAIAP2	-0.39036281111919513
RP4-758J18.2	0.5114418889917218
ME2	-0.12026049517690778
NUBP1	-0.21027740558706398
SPINT1	2.4964038113318914
SPTBN1	-0.7904590415497517
NFATC4	-1.6622193632292541
SEPT4	-1.0365696582558563
PLA2G6	-0.4615491026367504
DBN1	-0.7707997104859646
TRIM35	-0.6589572500732761
ASPRV1	-1.1897724162567633
C11orf30	-0.1912320562418879
ANKRD26	0.12242014316983188
SP2	-0.4011911824099253
PAQR8	-1.793633220481958
HNRNPF	0.12502752905769882
MICALL2	0.28538203482688507
PLK3	-0.6412334251544183
SUPT4H1	0.3751845796643746
HOMER3	0.9309044140611066
MAML1	-0.28094272791667696
SAE1	0.1400659314674363
MVP	-0.33510925468969344
NQO1	0.5651723258057463
SPC24	2.5478625848460035
KNTC1	2.0101790928161467
KIFC3	0.1602919780886903
RPL30	0.0050001604347687245
HYI	-0.5005805940187646
CFD	-5.545406881533277
LAMA3	0.376177349561082
MSI2	-0.0801275491998884
FAM229B	-1.3941710870207977
SAMHD1	-1.4869765977852678
RNF19A	-0.7510732843373705
RAB4A	-0.44544245706007446
SPINT2	1.3301270732913926
C22orf34	-0.8173029613594218
EIF3C	0.06000456263682159
U2AF2	0.29010381613598246
KANSL2	0.18038780327192716
CCDC142	0.49566293807773537
COPS4	-0.6659041621116422
EME2	-0.005055958648402152
MTIF3	0.030020771509496304
SYT7	1.315031212523567
ZNF558	0.21116188244971296
TRAPPC9	0.005033481964844907
PCNXL4	-0.21079634774339054
CUL4A	0.13517268960648854
SHC2	-1.6628752919516074
TMEM14C	-0.21007167925895576
ATXN7L1	-0.2925553165779775
CGGBP1	-0.12017691299220729
DLD	-0.5704088286553365
ARHGAP26	-0.3937544365494335
GNL3	0.19008666482353007
SEMA4A	0.5113226861309279
ZNF525	1.0282786571878917
CHD8	0.1651909243819032
SLC3A2	0.32011362113652797
NSUN5	0.590998641216052
SLC1A5	0.21005703695012184
SAPCD2	3.3095346993056354
RPS14	-0.47001178807893856
RAB11A	0.39006599198866543
LRRC37A2	-0.3316105958883003
DBR1	0.39705839809386967
DDB1	0.26008651206983896
TCEB1	0.3751724549131501
PDE7A	0.6927376887916248
C22orf39	-0.9965774741099904
IL15RA	-0.4412485899703907
ZNF12	0.020069668591531482
ELK1	0.3456718529945874
KAT5	-0.5004565893772508
ASAP2	0.26663559694004324
HAPLN3	0.920821985942547
ATP1B3	0.4601369510845892
SMIM15	0.10513698245638461
RPL23A	0.010000054942466688
GALK2	0.010029848596546424
CISD2	0.4959188856780908
UXS1	-0.07008264361317876
RAB1B	0.1200294139767616
TNIP2	0.49066715705953196
SEPP1	-3.221522973145782
ZFAT	-0.10586859388790934
FAM210B	-0.23523770861525164
KIAA0556	0.06044081525104699
OPLAH	0.810978952069574
IGFBP2	-2.2663699148962753
TCTN2	0.2965875376571562
KDM5B	0.25049921104389133
DNAJC27	-1.0716496964780209
TRUB1	0.20111083132067697
FCHSD2	-0.4465079380887453
NOP10	0.6651421953256467
SOX7	-2.637574791994596
PSD	-5.388418187551462
USPL1	-0.6838482707727334
PALLD	-3.6564775237530664
TCF7	-0.6489746924668971
TCAP	0.1822617821282634
GFOD2	0.3107088811688435
CSTF1	0.3207933711433547
LGR4	-0.7085439151225574
EMILIN1	-2.662637013178913
IRAK1	0.6604665884717262
DENND2A	-2.4780230897429574
ELP4	-0.37653799939697696
C1orf35	0.9773134825560844
PPFIA1	-0.07515753857527548
CACUL1	-0.2557808888830949
C5AR1	-0.5596080105690684
PXMP2	0.36083029750180334
SMEK2	-0.12019241112837281
SRPK1	0.20533685942682145
MBD3	0.3402915605615079
CSPP1	0.33842827960540767
ZFP30	0.07123165980191884
HOXA5	-0.025197601119079288
PFKP	-0.21511090473875724
SORBS2	-4.440130376969691
SPATA24	-0.34270681132328684
PTPMT1	0.49541871445955743
SGK3	-0.16192469452552444
PRRC2C	0.07005173874981331
LCA5	-1.391811605622247
ACOT8	0.4757093192130909
DAP3	0.3201391744955121
CYP2D6	0.5709806484236994
PTK6	1.659021196971297
YWHAH	-0.23009007478436583
PDE7B	-2.5170455670593173
FAM222B	0.38631911143191566
GPX4	0.18502182007967122
NMD3	-0.16520501870747506
LRRC48	-0.797480163250953
PTCH1	-1.9196004616452673
SLC37A1	1.2292812803434834
PIK3C2A	-0.6183977928394813
CPNE3	-0.3403970280710346
PDXK	1.2305786394871774
UBE2N	0.26011834914122167
TPCN2	-0.2614406763148109
EGR3	-3.6691800350059527
EPHA3	-3.399788437724754
PRMT2	-0.25014128894616267
ZNF423	-1.8028075934480663
IRF2BP2	-0.6302775338082967
PLB1	-0.2478579016104937
SEC31B	-0.3366929332278554
RABGGTA	0.38567340264685607
KDELR1	0.6101361718532409
INTS12	-0.07022326748814246
BLMH	-0.07012184213264024
LYSMD2	-0.010041689904706348
PGAM1	0.07001097481310999
CCL4	-1.191088601893434
POLE2	1.7495904088769847
R3HDM1	0.3363883775398492
DROSHA	0.6957433892189244
BNIP2	-0.3803700930786548
TAF1C	0.25549298879677634
UBE4B	-0.23044333620244123
SERGEF	-0.4306894906757149
TPCN1	-0.9924455647210522
DIS3L2	-0.46636512475746694
SP4	-0.8269391906824587
MMAB	0.3955209408790218
FAM227A	1.6607053623405155
ZNF195	0.4916315225997295
FLJ00104	0.13548435611328274
SPG11	-0.34042254542271394
PRRT3	0.15414942913607732
ZNF621	-0.4962187341454045
EHD2	-1.3860662065488867
TBC1D9	-0.7925388036428533
TUBG1	0.9308661426510247
COQ5	0.21044225617155313
LZTS1	0.1447629367564019
POLM	0.2560008959029286
NDUFA3	0.240044578483365
ALDH6A1	-0.6839362622990117
ATP2A1	0.5358434823152572
ZFP28	-0.8195890861944722
VAMP2	-1.1611026849282466
CLDN5	-2.9060603128543976
GSTP1	0.34501402058482566
HFE	-0.23630949181047198
PRKACA	-0.33523777922828146
AASS	-1.810531075737082
WDR12	0.6408970927315135
BUB3	0.7705661994990771
ZDHHC7	-0.4606046742830151
RNF123	0.1603236902788388
SLC5A6	1.4133093544140514
CD109	-0.3189512138214524
HEATR1	0.3419755858499634
ATP5G1	0.40008051126616834
POLR1D	0.03000757396932122
ACTN1	-2.340531395310072
ANO2	-1.839659878811095
TXLNA	-0.030044734718000513
MTF1	-0.5963778509102657
PFKL	0.49020533090437185
STX6	0.6766060192424793
