	METH: BLCA
ABCD1P3	0.09489707325937202
ABCD1P4	0.061550563005111136
ABCD2	0.028290489784314685
ABCD3	-0.006125868032928306
ABCD4	-0.0064257944422990996
ABCE1	-0.010754681512960808
ABCF1	-0.0037129495454429327
ABCF2	-0.002759989049222416
ABCF3	-0.01676742034229858
ABCG1	-0.08565778882904608
ABCG2	0.005280060225644901
ABCG4	0.004189380639134763
ABCG5	-0.08096051408518544
ABHD1	-0.06468803160815823
ABHD10	-0.01646381168306177
ABHD11	-0.021025348395536148
ABHD12	-0.0007871195388744554
ABHD12B	0.06426706742922
ABHD13	0.0002519801085471142
ABHD14A	-0.0011771518898940681
ABHD14A-ACY1	0.07740560678293112
ABHD14B	-0.01915827281682117
ABHD15	-0.031640936792028444
ABHD16A	-0.004069888661256221
ABHD16B	-0.0033810204878951264
ABHD17A	-0.0074456067338896465
ABHD17B	-0.004964097104667524
ABHD18	-0.00538260254710893
ABHD2	-0.005687020505866591
ABHD3	-0.034419356338079896
ABHD4	-0.022057879898211202
ABHD6	-0.0011796151074044239
ABHD8	-0.009576605774209908
ABI1	-0.00923523447242437
ABI2	-0.00200381444227242
ABI3	-0.04762696344291194
ABI3BP	-0.0361252492249997
ABL1	0.00411081222820482
ABL2	-0.017026864456377442
ABLIM1	-0.022013042943725306
ABLIM2	8.855560013843987e-06
ABLIM3	-0.019209868941664883
ABO	0.0380697055414653
ABR	-0.06308505443840991
ABRA	-0.11238538516925704
ABRACL	-0.004263348654961248
ABT1	-0.02489329930117836
ABTB1	-0.02448803522480884
ABTB2	-0.0062903701334224805
AC000036.4	-0.24158253975629632
AC000041.10	-0.012090634265994393
AC000068.5	-0.0031489950021573567
AC000089.3	0.015688250221225542
AC000095.11	-0.1721473192591062
AC000095.12	0.1996759276162388
AC000095.13	-0.018367454984341874
AC000095.6	-0.0022160890803909444
AC000095.9	-0.1296585122755871
AC000124.1	-0.25375948416177474
AC000403.4	0.1778675111619267
AC001226.7	0.00012300198807640086
AC002064.3	0.0024109915563893846
AC002066.1	0.0016626701893757883
AC002069.5	-0.1641794426928374
AC002076.10	0.07010058325913103
AC002076.9	0.03617738015762187
AC002115.7	0.07016334359691323
AC002115.9	-0.028479342721628827
AC002116.7	-0.04809316091182672
AC002116.8	-0.013539273284361258
AC002117.1	-0.009891102452536864
AC002310.11	-9.742158588074991e-05
AC002310.12	0.017619194998556846
AC002310.13	-0.005290623629544231
AC002310.14	-0.013369082063318265
AC002310.7	-0.003639785550868243
AC002368.4	-0.04938052709445846
AC002398.12	0.11646298586526946
AC002398.9	-0.0024189725114482736
AC002400.1	-0.09096054891503019
AC002451.3	0.03575906695911619
AC002456.2	0.001880275646697993
AC002463.3	-0.01375072563598166
AC002467.7	-0.0033421428280226715
AC002472.11	-0.0579598987938046
AC002472.15	0.06831268823239434
AC002480.2	-0.17759978696607365
AC002480.3	-0.14843316116697503
AC002480.4	-0.14756839207952527
AC002480.6	-0.04356872714123929
AC002481.5	0.10191464631699824
AC003002.4	-0.007848516756515303
AC003002.6	-0.007430656333753259
AC003005.2	-0.022948619513351948
AC003005.4	0.007789652789169489
AC003006.7	0.001084655408376542
AC003009.1	-0.004281591877894287
AC003029.1	-0.006548188553650742
AC003051.1	-0.3047544424242767
AC003084.2	-0.12437211026593081
AC003088.1	-0.23052908665648988
AC003090.1	-0.1049784945595302
AC003101.1	0.11296479301831307
AC003102.3	-0.0011502230059588544
AC003104.1	0.1430276783631784
AC003665.1	-0.0009005500947035718
AC003682.17	0.09173473919167886
AC003956.1	-0.003568208764706327
AC003958.2	-0.09614975042804402
AC003958.5	-0.014686736054573747
AC003973.1	-0.11511938568071174
AC003984.1	-0.1793617837120403
AC003986.5	0.061196182122848074
AC003986.6	0.1768225579659195
AC003986.7	-0.0428237739750234
AC003991.3	-0.007801515728721418
AC004006.2	-0.1460200756350035
AC004009.2	-0.14524113734296995
AC004019.10	-0.06911702939587099
AC004041.2	0.017783067810710165
AC004049.2	-0.018728535093105153
AC004051.1	-0.12257477618637296
AC004051.2	0.13615198749100124
AC004053.1	-0.006788200014867059
AC004054.1	-0.2588679824143664
AC004062.1	-0.03757278899945168
AC004066.1	-0.11590382320159584
AC004066.3	-0.10645679978110956
AC004076.9	0.01699180718947664
AC004112.4	-0.2631580254489067
AC004156.3	-0.15057915993557278
AC004158.2	-0.00704751128773663
AC004158.3	-0.02089506156512505
AC004161.3	-0.3516818826130187
AC004166.7	-0.007395162020821264
AC004221.2	-0.013085174703313078
AC004257.1	0.0768148810045298
AC004381.6	-0.007449562492638131
AC004383.4	0.232642675823015
AC004383.5	0.022599474250214278
AC004448.2	-0.13156476162766065
AC004463.6	-0.00497906575560318
AC004471.10	-0.003385355268716109
AC004471.9	-0.1250942179442122
AC004490.1	0.029698306684179908
AC004510.3	-0.0263676242664669
AC004540.4	-0.00885365985668014
AC004540.5	-0.008386956822504387
AC004549.6	-0.012613592473819948
AC004562.1	-0.20790048289584123
AC004623.2	-0.06702812650040285
AC004623.3	0.06171728961075602
AC004637.1	0.0761721460234438
AC004692.4	-0.203165031031266
AC004692.5	-0.059983211178080226
AC004696.2	0.19523495215924647
AC004775.5	-0.08579744845637095
AC004837.3	0.0003778839041631083
AC004854.4	-0.09293280371797613
AC004870.5	0.09141864307986082
AC004895.4	-0.0067593033040698695
AC004901.1	-0.16636822225710243
AC004906.3	-0.02233200923155474
AC004911.2	-0.3849307874031884
AC004945.1	-0.2524975704946976
AC004945.2	0.06765419657808265
AC004951.6	-0.01369360789443348
AC004967.7	-0.01348055594371985
AC004980.7	-0.0058276263279179895
AC004985.13	-0.17074046946130947
AC004987.10	0.07955746295344703
AC004987.7	-0.0032857315821331686
AC004987.9	0.09044870929264508
AC005009.2	-0.1427061205615326
AC005013.5	0.15295982811510112
AC005014.5	-0.005553553561927352
AC005017.1	-0.019426769509887476
AC005017.2	-0.20116360587628468
AC005027.4	-0.2102070533058362
AC005034.2	-0.08782461147208266
AC005037.3	-0.015553886909666017
AC005037.5	0.14801666012803977
AC005041.10	0.01328592974000758
AC005041.11	-0.12294820604826333
AC005041.9	0.03102175022245482
AC005042.5	0.05661982995892184
AC005062.3	-0.05120199782359203
AC005076.5	-0.006746653358260745
AC005077.14	0.0030461032648893046
AC005082.12	0.08742499271779493
AC005083.1	-0.33282289785288527
AC005102.1	-0.11642090110759729
AC005104.3	0.02057199438633927
AC005154.6	-0.0016039526198766891
AC005176.2	-0.23665981423403679
AC005229.7	-0.06919939443243829
AC005235.1	-0.11884559007614705
AC005237.4	-0.06484627212060241
AC005251.3	-0.0648685449165813
AC005253.2	0.006188599200679724
AC005253.4	-0.03622207351789068
AC005256.1	-0.010125633837248718
AC005262.2	-0.028087128948136936
AC005262.3	-0.04416260483633365
AC005281.2	-0.07752502072855211
AC005301.5	0.2558693979136909
AC005301.9	0.16748922422236212
AC005306.3	0.0014893635269031824
AC005307.3	-0.002178419141476506
AC005307.5	0.09776530070480724
AC005324.8	-0.03139682854923368
AC005329.7	-0.1998334051130817
AC005332.1	-0.010084238308468928
AC005336.4	0.13656322027874399
AC005336.5	-0.12400416624014053
AC005356.1	0.09567436440949346
AC005358.3	-0.15522191383328882
AC005363.11	-0.010067562218958976
AC005363.9	-0.09041456832806416
AC005387.3	-0.0010136186919971716
AC005391.2	-0.036705100302323226
AC005481.5	0.11359148558768876
AC005488.11	-0.26680758204661054
AC005498.3	0.11690598287841394
AC005522.6	-0.01699922519535286
AC005523.2	-0.09632589152996947
AC005523.3	-0.004964766682561775
AC005537.2	0.03689909663780454
AC005538.2	-0.004735694495750518
AC005538.3	0.11384481545145514
AC005538.5	-0.11641414353315657
AC005540.3	-0.0020518759743441226
AC005550.4	0.23078327204842297
AC005559.3	-0.000294820759806382
AC005562.1	-0.11141477142871177
AC005592.2	-0.012506467296131772
AC005593.2	-0.027744270303312765
AC005594.3	-0.004468946314282367
AC005597.1	0.11225920809406577
AC005606.14	-0.01829180746703665
AC005606.15	0.06017405590709908
AC005609.16	0.13394285300780528
AC005609.17	0.2661262540412002
AC005609.18	0.1481790321135273
AC005614.3	-0.0029311460087758727
AC005618.6	0.0579533685001598
AC005618.8	0.06875401393281806
AC005618.9	0.19737705403308267
AC005624.2	0.11308632377773345
AC005625.1	-0.02111058102448296
AC005682.5	-0.028551637379340862
AC005703.2	-0.057075067151184974
AC005730.2	-0.12696049812896454
AC005740.3	0.010873487843125518
AC005740.6	-0.04494309627161267
AC005754.7	0.16151825634950479
AC005775.2	-0.003995882173994644
AC005779.2	-0.09849584463449183
AC005785.2	-0.009101774270358373
AC005786.5	-0.03657718401065848
AC005786.7	-0.007857408965888615
AC005789.9	0.046957338895068375
AC005795.2	-0.0278902155817609
AC005796.2	-0.10077860386434084
AC005822.1	0.010389910130149933
AC005838.2	-0.014869924688454977
AC005863.1	-0.16720489463145566
AC005915.1	-0.06631299090555767
AC005921.2	-0.03840092066790287
AC005932.1	-0.005681837702675095
AC005943.2	-0.0026623239335085273
AC005943.6	0.03014084758812191
AC005944.2	-0.02280074630327318
AC005954.3	-0.00914254122780794
AC005954.4	-0.015516056666918679
AC006003.3	-0.2395904912470919
AC006011.4	0.0021581320566325473
AC006014.7	0.001496521285032619
AC006014.8	-0.02396632806097805
AC006022.4	-0.17999295532493279
AC006026.10	-0.036879450366249
AC006026.12	-0.034897507169005096
AC006026.13	0.010648240263038464
AC006026.9	-0.10828022236663915
AC006029.3	-0.07281989788242091
AC006033.22	-0.01798393937547061
AC006039.4	-0.004879646166989358
AC006042.6	-0.06801756370602166
AC006042.7	9.81249599694102e-05
AC006050.2	-0.11942552280066233
AC006077.3	-0.0009021781805478755
AC006115.7	0.09970525180093333
AC006116.14	-0.2228478845606806
AC006116.17	-0.00210236465225123
AC006116.21	0.01748530811790776
AC006116.25	0.1222050680705481
AC006128.2	-0.013971073165122132
AC006130.3	0.085552679879864
AC006132.1	-0.07732523492482114
AC006159.5	-0.042421587141923914
AC006160.5	0.00845569206723325
AC006230.3	-0.04174014270038427
AC006262.10	-0.16114340814759165
AC006277.2	0.00497119225381559
AC006296.3	-0.002486807900567041
AC006372.4	-0.1352149068367646
AC006372.5	-0.21915549876973778
AC006372.6	-0.21581964817519833
AC006385.4	-0.026388870473584576
AC006390.3	-0.02512995313692178
AC006427.1	-0.02587390895877406
AC006445.8	0.032996120374784686
AC006460.2	-0.14830737504882716
AC006486.10	-0.004986436272918235
AC006486.9	-0.005460140651785419
AC006518.7	0.0001539775028353548
AC006538.4	-0.012837594351813354
AC006538.8	-0.10356757715737183
AC006547.15	-0.01775654581379394
AC006547.8	0.007301448690968006
AC006942.4	0.02809181322905282
AC006946.15	0.044146872055103634
AC006947.1	-0.3036823297024656
AC006960.5	-0.03243545309135227
AC006978.6	-0.05143756922511795
AC007000.7	-0.0939905877981953
AC007009.1	-0.002327791619992471
AC007033.2	-0.41014821733961926
AC007036.4	0.09109364758411376
AC007040.11	-0.00476267403523069
AC007040.5	0.2379288615342569
AC007040.6	-0.059457238889080014
AC007040.7	-0.057504528310684755
AC007040.8	0.026706829469239374
AC007092.1	0.07361274968342832
AC007128.1	-0.02848512030593655
AC007163.6	0.003096575760547357
AC007182.6	-0.18547818661682647
AC007189.2	-0.2500219546515155
AC007191.4	-0.0053831634338962694
AC007192.4	-0.01656075896265167
AC007192.6	-0.050060787057549266
AC007193.10	-0.30008323513533036
AC007228.11	0.08103141006886617
AC007228.9	-0.21833851540318788
AC007238.1	-0.15005865506888247
AC007240.1	-0.12936173242104207
AC007246.3	-0.0063531232225838
AC007248.6	0.03740582399327956
AC007250.3	-0.009866744005447112
AC007255.8	-0.013488189871800612
AC007272.2	-0.010089456732375017
AC007276.5	-0.0038604863808424463
AC007276.6	0.007933909893271245
AC007277.3	-0.1231328106627784
AC007279.2	-0.006446805282636658
AC007285.6	0.007845123471997372
AC007292.3	-0.006772775750917364
AC007318.5	0.12981049416066165
AC007319.1	-0.0847954949823997
AC007362.3	-0.07201241545368366
AC007365.1	-0.11091412830856619
AC007365.3	0.008705684317357482
AC007381.3	-0.03864601186956816
AC007383.3	0.003341289471530424
AC007383.4	-0.03132631194546915
AC007383.5	-0.0014223811485275417
AC007387.2	0.020576064394917788
AC007389.3	-0.15048159055268612
AC007391.2	-0.016773094180348235
AC007392.3	0.14007154300821334
AC007394.2	0.04974232275605904
AC007395.3	-0.15022926167671904
AC007395.4	-0.21116169716490135
AC007403.2	-0.09503514474205037
AC007405.2	-0.004179665031900704
AC007405.4	-0.050642440667583936
AC007405.5	-0.03662670888227448
AC007405.6	-0.011185994340775227
AC007405.8	0.0619151206494198
AC007422.1	-0.13559409246202034
AC007551.2	-0.051056745827439194
AC007551.3	-0.020522199193631584
AC007557.3	-0.25830621168247236
AC007560.1	-0.22306193429781973
AC007563.3	-0.06919296852852702
AC007563.5	0.06377983249184772
AC007679.1	0.004182869411124906
AC007682.1	-0.052549999760620976
AC007740.1	-0.024124078820582307
AC007743.1	0.023026639441719083
AC007773.2	-0.0014986048784579166
AC007796.1	0.03713340232845186
AC007879.2	-0.03533927411256341
AC007879.4	0.2556751219024659
AC007879.5	-0.00016246592462551806
AC007899.3	-0.1510606103969623
AC007950.2	-0.07209112614285737
AC007952.5	-0.014447287477892099
AC007966.1	0.23044043625156133
AC007969.5	-0.05321048228588654
AC008060.5	0.27509256640554475
AC008060.7	0.12944634391746263
AC008060.8	0.06956269601848514
AC008062.1	-0.01478540672258675
AC008063.2	0.09310443455224685
AC008073.7	0.13366864205619844
AC008074.3	-0.00400746989055997
AC008079.10	-0.028343539744433804
AC008155.1	0.017482499019449683
AC008155.2	-0.045898795890244065
AC008265.2	-0.0608427814951712
AC008271.1	-0.1482858452544591
AC008278.2	-0.2359153184591317
AC008427.2	-0.03746066146554027
AC008440.5	-0.050914564041332044
AC008500.1	-0.04322096763181385
AC008592.3	-0.02599536201879131
AC008592.7	0.030804589649103663
AC008697.1	-0.01290821864180975
AC008746.11	-0.006111671762725549
AC008753.1	-0.06173111361348917
AC008753.2	-0.07348104440942006
AC008753.4	-0.20410764138471715
AC008753.6	0.04390749245893046
AC008781.7	-0.016133603204008234
AC008872.1	-0.004513361621311868
AC008888.7	-0.005722202104243062
AC008937.3	0.00798784772158603
AC008982.2	-0.0071104250988394836
AC008984.2	-0.16428867782761897
AC009005.2	-0.0014115161401973121
AC009014.3	0.0011688875871466496
AC009052.12	-0.1349965193101787
AC009133.12	-0.18562298404085434
AC009133.15	0.005597405978433885
AC009133.17	-0.05457769809576366
AC009133.21	-0.003588840468934166
AC009133.22	-0.040810567560166384
AC009133.23	0.026918481551948436
AC009133.24	-0.0031535883461979108
AC009166.5	0.10580430318081549
AC009227.2	-0.2704990930567948
AC009236.2	0.005155926957349535
AC009237.13	-0.08504160777768285
AC009237.4	-0.2508391066499553
AC009237.8	0.05092431191246058
AC009294.1	-0.2022997880573292
AC009299.3	-0.05130713581415944
AC009299.4	-0.16382269481462655
AC009299.5	0.0984444587677506
AC009302.2	-0.05330977656488483
AC009303.2	-0.006522842977464193
AC009303.3	-0.002178664147766401
AC009313.1	-0.0004380245982772082
AC009336.24	-0.01661966474005874
AC009403.2	-0.017555262273074967
AC009404.2	0.009812950748549735
AC009404.5	-0.04801603307022741
AC009487.4	0.06820792634105294
AC009487.5	0.14620751762872794
AC009487.6	-0.005567591717094544
AC009495.2	-0.028605882888287616
AC009501.4	0.11486906319005864
AC009505.4	-0.2997338335465981
AC009506.1	-0.004404262862942569
AC009517.2	-0.11741412139067278
AC009518.4	-0.2466212781741886
AC009531.2	-0.06047395753350036
AC009945.3	-0.22388189642062367
AC009945.4	-0.3175165478094051
AC009948.5	0.04701967211886122
AC009948.7	-0.0018148306016065084
AC009955.8	-0.09510503449681632
AC009960.3	-0.1676882889001838
AC009961.3	-0.0014493276669611211
AC009962.2	-0.09694251470027566
AC009963.6	-0.1045706545121529
AC009967.3	0.05048185192355855
AC009967.6	-0.044476561871866965
AC009970.1	-0.0904381109309663
AC009973.2	-0.06759209491645361
AC010091.4	-0.11344295159572912
AC010132.11	-0.008090096730623055
AC010132.9	-0.06105869733896188
AC010136.2	-0.046295484288182705
AC010226.4	0.055321495735371984
AC010240.1	-0.018749382775259678
AC010240.3	-0.10481582601527008
AC010504.2	-0.030339364722738876
AC010524.2	-0.026742748098899847
AC010547.9	-0.14216477057290125
AC010642.1	0.0058803776324642095
AC010729.1	0.18245724664537769
AC010729.2	0.04048588023202471
AC010733.4	0.0011426568436446857
AC010745.4	-0.18183782161454914
AC010746.3	0.03547374429635586
AC010746.4	-0.055594506987455376
AC010761.10	0.07464672831748494
AC010761.14	-0.0018719491605664051
AC010761.6	-0.02889721832043324
AC010872.1	-0.35482476476085195
AC010878.3	-0.1875731612258409
AC010884.1	0.020072279321217548
AC010886.2	-0.12799825398661233
AC010890.1	-0.10339804457516269
AC010894.3	-0.004627863794727189
AC010894.5	-0.021586176947571725
AC010904.1	-0.14181592330908308
AC010907.3	-0.032045475548528206
AC010907.5	0.0012782049972247646
AC010980.2	-0.0032547335901006013
AC010982.1	0.009107432099994133
AC010984.3	0.1876856948231437
AC010984.4	0.06385237530272038
AC011236.7	-0.10542449204216213
AC011239.1	0.003780475516825176
AC011239.2	0.21373984532422544
AC011247.3	0.017241712797619865
AC011290.4	-0.017775948699148985
AC011290.5	-0.014663632801668151
AC011302.1	0.050310563583699626
AC011306.1	-0.3198993169186226
AC011322.4	-0.007998259912326377
AC011325.1	0.040844818359204844
AC011330.6	0.0912530836156416
AC011366.3	-0.11142411810234212
AC011366.4	-0.06759560776657977
AC011431.1	0.055782649066577185
AC011513.3	-0.093025937812937
AC011516.1	-0.22525599730352788
AC011516.2	0.10726691091239927
AC011523.2	-0.17470824386824538
AC011530.4	0.021935502092951337
AC011551.3	-0.011642074318967834
AC011609.3	-0.21132054446797144
AC011718.4	-0.13382090958056367
AC011742.3	-0.02663156463910128
AC011742.4	-0.19126478303170732
AC011747.3	0.14208346835981234
AC011747.4	-0.07043943624195094
AC011747.7	-0.016135944220200576
AC011754.1	-0.3570052383405601
AC011816.3	0.03366930806263321
AC011893.3	-0.027547445566944606
AC011899.9	-0.18260904513999518
AC011995.3	-0.3122948225748295
AC011996.1	-0.10522949684021773
AC011998.3	-0.2361063290693474
AC012066.1	-0.0510881570116936
AC012074.2	-0.014691819689771847
AC012087.2	-0.020487922359403696
AC012123.1	0.023439060165407803
AC012146.7	0.003443524410907833
AC012307.2	-0.11448639482485144
AC012307.3	-0.014604831274433598
AC012309.5	-0.012621389332002504
AC012314.19	-0.07323707515251514
AC012317.1	0.06120843680609085
AC012318.3	-0.009340129533372207
AC012354.6	0.05112784416356514
AC012358.4	0.06300291450825611
AC012360.6	0.042355279694754056
AC012362.3	-0.07858719995806804
AC012363.4	0.03907469509142303
AC012365.1	-0.25985550356261006
AC012442.5	-0.04222191760258854
AC012454.4	-0.2016504420725403
AC012456.3	-0.11747896768337267
AC012456.4	-0.04145055897713602
AC012457.2	-0.10709569531048883
AC012462.1	0.004568809540056901
AC012506.4	-0.2644797679903308
AC012507.3	-0.016525252784277616
AC012507.4	-0.10689203788284417
AC012531.16	-0.007750970073138609
AC012531.25	0.21875477944489746
AC012531.4	-0.049803494982148505
AC012668.2	-0.20070323696968723
AC013264.2	-0.08429255124782431
AC013267.2	-0.06473298749373228
AC013275.2	-0.3270683164875409
AC013394.2	-0.08288898335443919
AC013400.2	0.028089317346877536
AC013402.2	-0.23192622815931474
AC013402.5	0.08382672248247863
AC013409.2	-0.06116632936018582
AC013436.6	-0.05779102256972666
AC013460.1	-0.289960180003165
AC013470.6	-0.01461274754240058
AC013472.6	0.0014727841054611658
AC013480.2	-0.09732599751968986
AC013717.3	-0.02069720118862923
AC013733.3	0.21877481908761015
AC013733.5	-0.13204224880551765
AC013791.10	-0.040655620851493976
AC015849.12	-0.005112455394673454
AC015849.15	-0.011911435998799689
AC015849.16	-0.058980018517314624
AC015849.2	-0.024826355511882107
AC015922.6	-0.04695782143376286
AC015969.3	-0.03700124985529198
AC015971.2	-0.032212786486901075
AC015987.1	-0.0045835695217302545
AC016292.1	-0.2623470429026517
AC016582.2	0.18408261098613854
AC016629.8	-0.014733126595802459
AC016689.1	-0.02431587153443184
AC016697.3	-0.004728415090859098
AC016700.2	-0.009032244628422373
AC016700.4	-0.02740527938872862
AC016700.5	0.07749271876163474
AC016722.1	-0.15786873944309418
AC016725.4	0.02300211592058527
AC016730.1	-0.2205168469720407
AC016734.2	-0.02370857333191592
AC016735.1	-0.01084512811675479
AC016735.3	-0.026455806399405535
AC016736.2	-0.1896005247473003
AC016738.3	-0.010910431996162689
AC016738.4	-0.015459657442463082
AC016739.2	-0.022797152605321037
AC016747.2	-0.016470324842684438
AC016747.3	0.2747960604360278
AC016757.3	0.1982561196060095
AC016906.1	-0.0347921878016895
AC016909.1	-0.2157200786595328
AC016910.1	-0.0058523846447152555
AC016999.2	-0.02070788959520774
AC017048.3	-0.0052657454980131494
AC017048.4	-0.020292721655526362
AC017060.1	-0.13109147994195103
AC017070.1	-0.11149587866542093
AC017074.1	-0.07933039621868594
AC017076.4	9.985635671972695e-05
AC017081.2	-0.06317244986196266
AC017104.2	0.01854751993502488
AC017104.3	-0.28120528625922886
AC017104.6	0.04430965691643705
AC017116.11	-0.1135968758354948
AC017116.8	-0.11144979447379687
AC018442.1	-0.10118646922337743
AC018463.4	-0.08540258035713282
AC018470.4	0.21379945526901578
AC018495.2	0.019104741901746203
AC018633.4	0.10292064686386002
AC018641.7	-0.11127545687522813
AC018642.1	-0.00908650500581402
AC018648.6	-0.014755282030123308
AC018682.7	-0.020840399897399782
AC018712.2	0.13023848280925102
AC018712.3	-0.03793411145466809
AC018730.1	0.03634386533257182
AC018730.3	0.05082620762029436
AC018730.4	0.1869632102587752
AC018731.4	-0.1804087897422878
AC018735.1	0.04579700085488587
AC018737.3	-0.2910937055342238
AC018738.2	-0.027064537947539664
AC018755.16	0.006265832654771413
AC018755.17	-0.15009979594541292
AC018755.18	-0.17988190498104079
AC018766.5	-0.0052114341247927595
AC018766.6	-0.06687449471317826
AC018804.5	0.2901081138788744
AC018804.7	0.08445200567837256
AC018809.6	-0.09316612812937915
AC018816.2	-0.012612967540380738
AC018816.4	-0.015011447757319163
AC018865.7	0.17628282882347157
AC018865.9	0.1638301415912936
AC018866.1	-0.21401415621920766
AC018890.1	-0.04215089362909142
AC018890.6	-0.21086670134450972
AC018892.8	-0.2215973757081755
AC019084.7	-0.16227211178277354
AC019118.2	-0.22666012253354592
AC019118.3	-0.13887569251205556
AC019129.2	0.17573779490809052
AC019178.1	-0.18032887377624607
AC019188.1	0.01908555370347172
AC019349.5	0.017788803523147816
AC020571.3	-0.1326266934060827
AC020594.5	-0.0692034913768685
AC020626.1	-0.00016567994538204962
AC020915.2	-0.23301808482421246
AC021016.6	0.04771317297198312
AC021021.2	-0.19762057165497676
AC021188.4	0.0032963171224034207
AC021218.2	-0.13538783762535328
AC021851.1	-0.0073131206039229535
AC022007.5	-0.019993327453468043
AC022154.7	0.04564904822033784
AC022173.2	-0.1837220138501557
AC022182.1	-0.0644680914823908
AC022182.3	-0.14864285620466458
AC022201.5	-0.006701715088775577
AC022210.2	-0.02692106232355478
AC022311.1	-0.3166224424954175
AC022816.2	-0.1663546821371489
AC023105.3	-0.027263875468768763
AC023115.4	-0.05059939771541912
AC023271.1	-0.050218902615150635
AC023468.1	-0.2919063107874239
AC023468.2	-0.062244886173444376
AC023469.2	-0.0913181456038966
AC023669.2	0.00012480817647758354
AC023797.1	0.020102551413049417
AC024028.1	-0.08454918024820098
AC024168.2	-0.0048303718646199026
AC024560.2	0.0815927934815808
AC024560.3	-0.002122691810589209
AC024592.12	-0.008622103253693003
AC024592.9	-0.06367734120116435
AC024937.2	-0.02073328306818196
AC024937.4	-0.08776570691928275
AC025165.8	-0.02777239720220065
AC025171.1	-0.0037679036082007137
AC025283.2	-0.004952865172831565
AC025335.1	-0.03569209274396814
AC025442.3	-0.006357795170070767
AC025477.1	-0.05077831855027725
AC025627.7	0.09191479235613234
AC026185.1	0.0003714261422049017
AC026194.2	0.046997482221290056
AC026202.3	-0.005541926426897601
AC026271.5	0.07255796667628618
AC026471.6	0.054012781703708726
AC026904.1	-0.1894699015182627
AC026954.6	-0.024717009931764202
AC027124.4	-0.00032896133715132434
AC027601.1	-0.06055644078439082
AC027612.1	0.14253450091806763
AC027612.2	0.08438060002855513
AC027612.4	-0.3933946744323052
AC027612.5	-0.06709572098222549
AC027763.2	0.0038489027670397594
AC034110.1	-0.21100176272067583
AC034187.2	-0.01143743045739381
AC034193.5	-0.005199261394227394
AC034220.3	-0.02014308716312179
AC034228.2	0.05447696289213588
AC034228.3	-0.04543817572215717
AC034228.4	-0.11082702173062713
AC034243.1	-0.008064089557301049
AC037459.4	0.05554227369777321
AC040160.13	-0.00214389987633262
AC046143.3	-0.0023424238504306956
AC046143.5	-0.0037484899702388058
AC046143.6	-0.04865225742294032
AC046143.7	-0.006561156569926077
AC051649.12	-0.020243705648415655
AC051649.6	-0.07423234577839931
AC051649.7	-0.21280146711014583
AC053503.11	-0.21230849052337455
AC053503.2	0.06557464747904164
AC053503.4	-0.021054562784672895
AC053503.6	-0.1551669490773618
AC055876.1	0.2673624697231638
AC060834.2	-0.0479400229445772
AC061961.2	0.07595989632738773
AC061992.2	-0.11115330085583609
AC062016.1	-0.018254208709821786
AC062017.1	-0.0032581851739184155
AC062028.1	-0.04342324002958311
AC062029.1	-0.0035266241213318603
AC063976.3	-0.0046659074059712735
AC064846.1	-0.061832178195385154
AC064847.2	0.3773775510286598
AC064871.2	-0.060581713795711756
